ACNO,Title,出版社,Authur Name
C05678,中文一分鐘    (三),中華書局,陳永明 等著
C05683,上台說話不緊張    (Never Be Nervous Again),天下遠見,薩娜英    (Dorothy Sarnoff)
C05684,"心靈雞湯 4     (Fourth Course of Chicken Soup for the Soul, a)",晨星,Jack Canfield
C05685,心靈雞湯,晨星,Jack Canfield
C05686,心靈雞湯,晨星,Jack Canfield
C05688,三國志,中華書局,羅開玉
C05696,三國鼎立,新雅文化事業有限公司,宋詒瑞
C05712,幸福魚面頰,皇冠出版社(香港)有限公司,張小嫻
C05720,鐵達尼號沉沒記    (A Night to Remember),九歌出版社,華特．勞德    (Walter Lord)
C05724,江澤民傳,時報文化,楊中美
C05726,老實做人,張老師文化,余德慧
C05727,三毛傳,晨星,陸士清
C05732,摩登家庭珍藏本98/99    (Masterpriece Collection98/99),姊妹,黃美芬
C05740,漢書,中華書局,李孔懷
C05763,香港不了情    (A Journey to Hong Kong Memories),商務,蘇榮
C05765,香港 6000年,麒麟,湯開健
C05786,愛上乳酪的第一本書    (My First Guide to Cheese),茉莉,
C05790,514童黨殺人事件 -- 給<閱讀報告>另一種選擇,三聯,余非
C05792,哲學子午線,商務,陳永明
C05793,真人直話,商務,孔憲鐸
C05794,變遷中的香港政治和社會    (Hong Kong Politics & Society in Transition),商務,江先聲
C05795,紅樓夢,新雅文化事業有限公司,曹雪芹
C05797,風塵三俠,新雅文化事業有限公司,黃慶雲
C05805,父親．母親,獲益,黃東濤
C05807,百家聯寫,香港作家協會,
C05808,烈火春風,山邊社,何良懋
C05810,雅舍小品補遺    (一九二八至一九四八),天地圖書,梁實秋
C05811,包公審奇案,螢火蟲文化,張惠
C05812,人道是傷春悲秋不長進,明窗,董橋
C05814,尋找他鄉的故事,文林社,亞洲電視有限公司
C05822,一米四八,突破出版社,胡燕青
C05826,歷史是什麼,三聯,李公明
C05831,思想的功夫,三聯,趙汀陽
C05838,東瑞作品導讀,獲益,獲益編輯部
C05839,歲月蒼蒼,明報,王凌雲
C05841,杏林裏的一片葉,壹出版,區樂民
C05842,尋找他鄉的故事,文林社,亞洲電視有限公司
C05843,逆境新方向,皇冠出版社(香港)有限公司,馮兩努
C05848,古典音樂欣賞入門,知書房,Alexander Waugh
C05849,各類樂器與演奏,旺文社,許常惠
C05850,音樂創作與欣賞,旺文社,許常惠
C05851,音樂家的故事,旺文社,許常惠
C05852,實用音樂辭典,旺文社,許常惠
C05855,中國十大開國皇帝,商務,趙雲田
C05859,西周,中國青年,王宇信
C05860,兩晉南北朝,中國青年,劉精誠
C05861,明朝,中國青年,廖心一
C05862,隋唐,中國青年,沈起煒
C05864,唐帝國的精神文明,中國社會科學,程薔
C05873,看笑話，學語文,小魯文化,謝武彰
C05878,愛上乳酪的第一本書    (My First Guide to Cheese),茉莉,蔡佳慧
C05880,健康果汁，好喝!    (Healthy Yummy Juice),茉莉,蔡佳慧
C05886,速成讀本：藝術    (Art - A Crash Course),三聯,朱利安．弗里曼    (Julian Freeman)
C05887,速成讀本：建築    (Architecture - A Crash Course),三聯,希拉里．弗倫奇    (Hilary French)
C05895,十萬個為什麼：地理,新雅文化事業有限公司,曉舟
C05900,青少年價值觀及違規行為探索,三聯,黃成榮
C05903,中文一分鐘 (肆),中華書局,陳永明
C05904,香港放大鏡,教育圖書,香港教育圖書
C05905,字詞遊戲機,新雅文化事業有限公司,賴慶雄
C05906,成語互聯網,新雅文化事業有限公司,賴慶雄
C05921,佈置生活DIY    (The Decoration Life),三采文化,三采文化
C05929,香港特別行政區基本法知多少,三聯,劉清泉
C05933,不可思議的科學實驗室：物理篇,世茂,珍妮絲．派特．范克勞馥    (Janic Pratt Van Cleave)
C05935,科學烏龍事件,三聯,比利．阿諾森
C05936,不可思議的科學實驗室：宇宙篇,世茂,珍妮絲．派特．范克勞馥    (Janic Pratt Van Cleave)
C05937,歷史是什麼,三聯,李公明
C05938,新界簡史,三聯,劉潤和
C05944,古代發明家故事,新雅文化事業有限公司,宋詒瑞
C05947,巧斷疑案,新雅文化事業有限公司,鐵石
C05948,鄧小平傳,南粵,巴拉奇‧代內什 (匈牙利)
C05949,簡明香港史,三聯,劉蜀永
C05950,香港遠足郊遊指南,萬里機構,李日陽
C05953,溝通技巧    (Social Skills at Work),商務,David Fontana
C05954,減壓技巧,商務,David Fontana
C05958,古希臘    (Greek Life),三聯,約翰．蓋伊    (John Guy)
C05959,米開朗基羅    (Michelangelo),三聯,戴維．史彭斯
C05960,提高學習效率5倍,新雅文化事業有限公司,珍妮特．沃斯
C05961,快速學習法,新雅文化事業有限公司,珍妮特．沃斯
C05962,創意思維12式,新雅文化事業有限公司,珍妮特．沃斯
C05965,人生就像野餐,中國知的,山崎拓已
C05966,快樂是自找的,水晶圖書,朱凱蕾
C05967,Y世代的簡單生活,正中,唐羚
C05968,心理自我測評,南粵,趙有業
C05972,香港短篇小說選,三聯,馮偉才
C05975,我認識的鬼子兵,三聯,方軍
C05976,妞妞,三聯,周國平
C05977,居里夫人    (Marie Curie),三聯,劉蓉寶
C05981,原來孔子,中華書局,陳永明
C05982,決勝謀略66計,中華書局,孫承睦
C05985,妙語連珠,商務,羅斯
C05987,花木蘭,新雅文化事業有限公司,陳子典
C05992,少年的我,山邊社,何紫
C05995,我們的漢字,山邊社,任溶溶
C06000,各節各精采,獲益,莊澤濤
C06001,名人學語文,語文教育及研究常務委員會,蔡炎培
C06011,一天,獲益,東瑞
C06012,行李．照片．人,獲益,東瑞
C06017,香港短篇小說選　(1990-1993),三聯,黎海華
C06020,挑燈集,花千樹,王陳月明
C06021,捲簾集　(上集）,花千樹,王陳月明
C06022,捲簾集　(下集）,花千樹,王陳月明
C06027,朗文21世紀辦公室書信大全　(Longman Modern Business Letters for the 21st Century),Longman    (Pearson),李金陵
C06028,朗文商務致勝英文書信    (Write for Modern Business),Longman    (Pearson),Grahame T. Bilbon
C06034,父母的心路歷程,成長綜合服務中心,黃重光
C06036,廣東省地圖冊,廣東省地圖,劉業華
C06037,新編中國地圖冊,廣東省地圖,潘瓊
C06038,聯合巡展作品集,河北美術,何首巫
C06039,聯合巡展作品集,河北美術,何首巫
C06040,豆蔻年華與性,科圖,高德偉
C06042,青春歲月與性,科圖,高德偉
C06043,讀好書的不同方法,洪秀全基金會,傅佩榮
C06054,畢達哥拉斯之洞,新雅,李毓佩
C06055,阿基米德的墓碑,新雅,李毓佩
C06056,牛頓的小屋,新雅,李毓佩
C06057,笛卡兒的床,新雅,李毓佩
C06059,高斯的祕密日記,新雅,李毓佩
C06061,華羅庚的胡同,新雅,李毓佩
C06062,智力的加油站,新雅,李其震
C06063,智能開發區,新雅,李其震
C06064,腦力激盪場,新雅,李其震
C06065,潛能無限Fun,新雅,李其震
C06066,智慧大比拼,新雅,李其震
C06067,智商增高機,新雅,李其震
C06068,頭腦訓練營,新雅,李其震
C06069,腦筋急轉彎,新雅,李其震
C06073,校園是與非,臭皮匠,君比
C06078,電腦天王,山邊社,管家琪
C06079,快餐大王,山邊社,管家琪
C06083,快速學習法,新雅,珍妮等．沃斯
C06084,新中國圖文讀本,三聯,陳晉
C06093,香港古蹟考察指南,現代教育,陳志華
C06097,青年法律常識手冊,中文大學,周陳文琬
C06098,從學校到社會,中文大學,周陳文琬
C06100,洋相,中文大學,蕭芳芳
C06107,魏晉史學的思想與社會基礎,東大,逯耀東
C06110,帝王的鏡子,雲南人民,雷紹鋒
C06113,晚清遺影,山東畫報,孫燕京
C06141,入境故事,明窗,唐彩瑩
C06143,靈山,聯經,高行健
C06144,周末四重奏,香港新世紀,高行健
C06145,光柱中的塵埃,科華,鄧玉嬋
C06146,家飾集    (Decorating a Home),姊妹,陳愛珍
C06147,天龍八部 (一),明河社出版有限公司,金庸
C06148,天龍八部 (二),明河社出版有限公司,金庸
C06149,天龍八部 (三),明河社出版有限公司,金庸
C06150,天龍八部 (四),明河社出版有限公司,金庸
C06151,天龍八部 (五),明河社出版有限公司,金庸
C06152,絕代雙驕    (一),天地圖書,古龍
C06153,絕代雙驕    (二),天地圖書,古龍
C06154,絕代雙驕    (三),天地圖書,古龍
C06155,絕代雙驕    (四),天地圖書,古龍
C06156,絕代雙驕    (五),天地圖書,古龍
C06161,香港 1999,香港特別行政區政府新聞處,法定語文事務署
C06188,21 世紀生活創意大圖鑒    (原名: 生活探檢大圖鑑),螢火蟲,歐陽鳳琪
C06189,我在乎天長地久,突破出版社,胡燕青
C06190,不打不相親,突破出版社,李陳寶安
C06197,尋找歷史腳印,世一文化、巧思圖書,鄭梅香
C06201,中國語文趣話,雲龍,康家瓏
C06210,問個明白（I）,突破出版社,梁柏堅
C06211,科學辦案的現埸,志文,蕭逢年
C06219,煙花三月,天地圖書,李碧華
C06222,金庸小說看人生,明窗,吳靄儀
C06228,與女兒的貼心話,獲益,愛薇
C06229,李麗珊怒海揚帆,一之,洋梅
C06230,香港掌故趣閒小博士,新雅,嚴吳嬋霞
C06231,留住文字的綠意,明窗,董橋
C06232,箴言精選    (增訂版),喜閱文化,何文匯
C06234,我還有一分力    (Still I Can),突破出版社,曉林
C06240,梁祝,文林社,杜國威
C06243,風雪俄羅斯一百天,獲益,保冬妮
C06244,活著，真好,獲益,東瑞
C06245,第二十六屆青年文學獎文集    (上),獲益,黃東濤
C06246,第二十六屆青年文學獎文集    (下),獲益,黃東濤
C06249,唐宋詞三百首,商務,康萍
C06250,梁思成 ---- 永遠的困惑,大象,李輝
C06251,只有眼睛最真,天地圖書,亦舒
C06253,平常談,天地圖書,張立
C06257,北京家常麵食,萬里 、 台灣東販股份,吳雯
C06258,百變中國茶    (Versatile Chinese Tea),永中    (Ever China),楊品瑜
C06259,服裝搭配大全    (Plan Your Wardrobe with Chata Romano),萬里機構,Chata Romano
C06260,西式餐飲禮儀,萬里機構,Alexandra Cavelius
C06261,禮儀形象錦囊,明窗,姜趙玉蓮
C06262,把話說到心窩裡,水雲齋文化,劉墉
C06263,戰國策選析,國際少年村,劉向
C06264,左傳故事選,國際少年村,左丘明
C06266,香港野史,三聯,劉小清
C06268,文化名人,三聯,劉小清
C06269,社會秘聞,三聯,劉小清
C06270,醬缸震盪,星光,柏楊
C06275,史記評賞,三民書局,賴漢屏
C06276,史記選,三聯,吳汝煜
C06277,歷史的沉重,Oxford University Press,王宏志
C06278,孔子,牛頓,林昭瑾
C06279,秦始皇,牛頓,謝瑞貞
C06280,漢武帝,牛頓,賴玉琛
C06281,司馬遷,牛頓,林昭瑾
C06282,曹操,牛頓,李俊秀
C06283,諸葛亮,牛頓,曾琴蓮
C06284,陶淵明,牛頓,李俊秀
C06285,唐太宗,牛頓,唐憶寧
C06286,武則天,牛頓,李俊秀
C06287,李白,牛頓,張碧如
C06288,杜甫,牛頓,陳明柔
C06289,玄奘,牛頓,鄒恒月
C06290,惠能,牛頓,林翠華
C06291,趙匡胤,牛頓,蔣淑津
C06292,王安石,牛頓,傅新書
C06293,蘇東坡,牛頓,林翠華
C06294,岳飛,牛頓,林美順
C06295,成吉思汗,牛頓,張香蓮
C06296,朱元璋,牛頓,林翠華
C06297,王陽明,牛頓,張碧如
C06298,鄭成功,牛頓,余棼蘭
C06299,康熙皇帝,牛頓,余棼蘭
C06300,孫文,牛頓,余棼蘭
C06301,項羽、劉邦,牛頓,賴玉琛
C06302,洪秀全、曾國藩,牛頓,李永萍
C06303,科學家列傳    (一),牛頓,張永耀
C06304,科學家列傳    (二),牛頓,王立行
C06305,藝術家列傳    (一),牛頓,林翠華
C06306,藝術家列傳    (二),牛頓,林翠華
C06311,中國文學史述要    (上),導師,馬重奇
C06312,中國文學史述要    (下),導師,馬重奇
C06313,預科中國文學史問題精編    (上),青木,林炳益
C06314,預科中國文學史問題精編    (下),青木,林炳益
C06315,預科中國文學問題精編    (上),青木,林炳益
C06316,預科中國文學問題精編    (下),青木,林炳益
C06317,愛的教育    (精選本),山邊社,亞米契斯
C06318,馨香盈懷袖,華漢文化事業有限公司,阿濃
C06319,海闊天空,突破出版社,子鶩
C06320,豐盛人生,獲益,東瑞
C06321,癡心留一角,獲益,阿濃
C06325,馬克吐嗢幽默小品    (Humorous Fables),九儀,馬克吐溫    (Mark Twain)
C06327,奧亨利短篇小說選    (O. Henry's American Scenes),九儀,奧．亨利
C06328,先知    (The Prophet),九儀,卡里．紀伯侖    (Kahlil Gibran)
C06331,愛的教育 Coure    (Cuore),九儀,艾德蒙多．狄．亞米契斯    (Edmondo De Amicis)
C06332,白鯨記    (Moby Dick),九儀,梅爾維爾    (Herman Melville)
C06343,庫克船長,"小樹苗,兒童中文書會,景行（聯合出版）",林良
C06346,讀寓言，學英文,小魯文化,趙永芬
C06358,最受歡迎的古典名曲,迪茂,楊忠衡
C06361,初中趣味數學100題,九章,單墫
C06362,吃的疑惑,壹出版,李誠
C06364,科學說需求,花千樹,張五常
C06369,科學實驗室,遠哲科學教育基金會,Jane Bingham
C06370,發現科學: 認識科學,遠哲科學教育基金會,Susan V. Bosak
C06371,發現科學: 學習科學,遠哲科學教育基金會,Susan V. Bosak
C06372,發現科學: 了解人體,遠哲科學教育基金會,Susan V. Bosak
C06373,發現科學: 愛護環境,遠哲科學教育基金會,Susan V. Bosak
C06374,發現科學: 採集岩石,遠哲科學教育基金會,Susan V. Bosak
C06375,發現科學: 親近植物,遠哲科學教育基金會,Susan V. Bosak
C06376,發現科學: 追蹤動物,遠哲科學教育基金會,Susan V. Bosak
C06377,發現科學: 觀察氣候,遠哲科學教育基金會,Susan V. Bosak
C06378,發現科學: 探索星空,遠哲科學教育基金會,Susan V. Bosak
C06379,發現科學: 應用科學,遠哲科學教育基金會,Susan V. Bosak
C06380,"我討厭書 (Girl Who Hated Books, the)",遠流,曼殊夏‧帕瓦基 (Pawagi)
C06381,"來去圖書館 (Inside-Outside Book of Libraries, the)",遠流,萊麗‧康明絲 (Julie Cummins)
C06382,"愛書人黃茉莉 (Library, the)",遠流,莎拉‧史都華 (Sarah Stewart)
C06383,圖書館女超人 (Library Lil),遠流,蘇珊娜‧威廉斯 (Suzanne Williams)
C06384,最想做的事 (More than Anything Else),遠流,瑪莉‧布雷比 (Marie Bradby)
C06385,有誰看到我的書 (Stella Lonella's Runaway Book),遠流,莉莎‧甘貝爾‧昂思特 (Lisa Campbell Ernst)
C06386,隨心隨緣看世界,文藝社,李景憲
C06387,隨心隨緣看世界,文藝社,李景憲
C06388,阿爸的百寶箱,幼獅,林黛縵
C06390,高爾夫球: 基礎篇,新潮社,板田信弘
C06392,花妖狐魅,旗磊文化,范紫江
C06393,神形百變,旗磊文化,嚴鋒
C06394,決戰時刻,旗磊文化,曹東
C06396,香港回歸歷程----鍾士元回憶錄    (Hong Kong's Journey to Reunification Memoirs of Sze-Yuen Chung),中文大學,鍾士元
C06397,中國的經濟革命,壹出版,張五常
C06398,漫畫學經濟（二）,明窗,松青
C06399,漫畫學經濟（三）,明窗,松青
C06400,漫畫學經濟（四）,明窗,松青
C06401,風眼中的經濟學,匯訊,雷鼎鳴
C06402,認識經濟指標    (Guide to Economic Indicators----Making Sense of Economics),金錢文化,經濟學人圖書公司    (The Economust Books Ltd.)
C06403,香港法概論,三聯,陳弘毅
C06404,香港日佔時期    (1941年12月--1945年8 月),三聯,高添強
C06405,"九龍街道百年    (Century of Kowloon Roads and Streets, a)",三聯,鄭寶鴻
C06406,香港地區史研究之一,三聯,趙雨樂
C06410,數學篇 (2),商務,王建盤
C06411,物理篇 (1)    (Physics),商務,宣桂鑫
C06412,物理篇 (2)    (Physics),商務,宣桂鑫
C06421,地球科學篇 (1)    (Earth Science),商務,嚴濟遠
C06423,宇宙科學篇 (1)    (Cosmic Science),商務,趙君亮
C06424,宇宙科學篇 (2)    (Cosmic Science),商務,趙君亮
